2023:11:07 - 01:00:50 | [ WARNING    ]   ITEM [ AVAILABILITY - LOW ]
2023:11:07 - 01:19:18 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 63% ]
2023:11:07 - 01:19:21 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:22 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:26 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:27 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:28 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:28 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 95% ]
2023:11:07 - 01:19:33 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:34 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:35 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:37 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:38 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:38 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 90% ]
2023:11:07 - 01:19:40 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:41 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:48:58 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:49:08 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:49:18 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:49:28 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:49:38 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:49:48 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:49:58 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:50:08 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:50:18 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:50:28 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:50:52 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:50:53 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:50:53 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:50:53 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:50:53 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:50:53 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:50:53 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:50:53 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:50:53 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:50:54 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:50:54 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:50:54 | [    INFO ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:50:54 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:50:54 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:50:54 | [    INFO ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:51:02 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 20% ]
2023:11:07 - 01:51:12 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 17% ]
2023:11:07 - 01:51:22 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 18% ]
2023:11:07 - 01:51:32 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 18% ]
2023:11:07 - 01:51:42 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 18% ]
2023:11:07 - 01:52:03 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:52:03 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:03 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:03 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:52:03 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:52:03 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:52:03 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:52:03 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:03 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:03 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:52:04 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:52:04 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:04 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:04 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:04 | [    INFO ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:04 | [    INFO ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:04 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:04 | [    INFO ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 01:52:13 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 39% ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:52:13 | [    INFO ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:13 | [    INFO ] PRODUCER [ AMOUNT - 12 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:52:13 | [    INFO ] PRODUCER [ AMOUNT - 13 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:13 | [    INFO ] PRODUCER [ AMOUNT - 14 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:13 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:13 | [    INFO ] PRODUCER [ AMOUNT - 15 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:52:14 | [    INFO ] PRODUCER [ AMOUNT - 16 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:14 | [    INFO ] PRODUCER [ AMOUNT - 17 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:52:14 | [    INFO ] PRODUCER [ AMOUNT - 18 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:14 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:14 | [    INFO ] PRODUCER [ AMOUNT - 19 ]
2023:11:07 - 01:52:23 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 37% ]
2023:11:07 - 01:52:26 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:26 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:26 | [    INFO ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:52:28 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:28 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:28 | [    INFO ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 01:52:31 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:31 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:31 | [    INFO ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 01:52:31 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:31 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:31 | [    INFO ] PRODUCER [ AMOUNT - 12 ]
2023:11:07 - 01:52:31 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:52:31 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:52:31 | [    INFO ] PRODUCER [ AMOUNT - 13 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:32 | [    INFO ] PRODUCER [ AMOUNT - 14 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:32 | [    INFO ] PRODUCER [ AMOUNT - 15 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:32 | [    INFO ] PRODUCER [ AMOUNT - 16 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:32 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:32 | [    INFO ] PRODUCER [ AMOUNT - 17 ]
2023:11:07 - 01:52:33 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 33% ]
2023:11:07 - 01:52:38 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:38 | [    INFO ] PRODUCER [ AMOUNT - 16 ]
2023:11:07 - 01:52:43 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 28% ]
2023:11:07 - 01:52:43 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:43 | [    INFO ] PRODUCER [ AMOUNT - 15 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:44 | [    INFO ] PRODUCER [ AMOUNT - 14 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:44 | [    INFO ] PRODUCER [ AMOUNT - 13 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:44 | [    INFO ] PRODUCER [ AMOUNT - 12 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:44 | [    INFO ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:44 | [    INFO ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:44 | [    INFO ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:44 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:44 | [    INFO ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:45 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:45 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:52:45 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:52:45 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:52:45 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:45 | [  REMOVE ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:52:45 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:52:46 | [  REMOVE ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:46 | [  REMOVE ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:52:46 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:52:46 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:46 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:52:46 | [    INFO ] PRODUCER [ AMOUNT - 0 ]
2023:11:07 - 01:52:53 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 27% ]
2023:11:07 - 01:53:03 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 27% ]
2023:11:07 - 01:53:13 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 28% ]
2023:11:07 - 01:53:23 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 29% ]
2023:11:07 - 01:53:33 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 29% ]
2023:11:07 - 01:53:45 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:53:45 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:53:45 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:53:46 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:53:46 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:53:46 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:53:48 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:53:52 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 50% ]
2023:11:07 - 01:53:54 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:53:54 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:53:54 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:53:56 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:53:56 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:53:56 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:54:02 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 67% ]
2023:11:07 - 01:54:12 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 61% ]
2023:11:07 - 01:54:12 | [  REMOVE ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:54:12 | [    INFO ] PRODUCER [ AMOUNT - 0 ]
2023:11:07 - 01:54:22 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 63% ]
2023:11:07 - 01:54:32 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 66% ]
2023:11:07 - 01:54:42 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 65% ]
2023:11:07 - 01:54:52 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 65% ]
2023:11:07 - 01:55:02 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 65% ]
2023:11:07 - 01:55:12 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 65% ]
2023:11:07 - 01:55:22 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 66% ]
2023:11:07 - 01:55:33 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:55:33 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:55:33 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:55:33 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:55:33 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:55:33 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:55:34 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:55:34 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:55:34 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:55:34 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:55:34 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:55:34 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:55:37 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:55:40 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:55:43 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:55:45 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:55:45 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:55:45 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:55:46 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:55:46 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:55:46 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:55:47 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 50% ]
2023:11:07 - 01:55:52 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:55:57 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 77% ]
2023:11:07 - 01:56:00 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:01 | [  REMOVE ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:56:01 | [  REMOVE ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:56:01 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:56:02 | [  REMOVE ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:56:02 | [  REMOVE ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:56:02 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:56:03 | [  REMOVE ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:03 | [  REMOVE ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:03 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:56:04 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:05 | [  REMOVE ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:05 | [  REMOVE ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:05 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:56:06 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:56:06 | [  REMOVE ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:56:06 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:56:07 | [  REMOVE ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:56:07 | [  REMOVE ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:56:07 | [    INFO ] PRODUCER [ AMOUNT - 0 ]
2023:11:07 - 01:56:07 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 83% ]
2023:11:07 - 01:56:08 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:10 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:11 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:12 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:16 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:16 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:16 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:56:16 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:56:16 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:56:16 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:56:16 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:56:16 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:56:16 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:56:17 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:56:17 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:56:17 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:56:17 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:56:17 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:56:17 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:56:17 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 94% ]
2023:11:07 - 01:56:20 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:20 | [  REMOVE ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:20 | [  REMOVE ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:56:20 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:56:21 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:22 | [  REMOVE ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:56:22 | [  REMOVE ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:56:22 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:56:22 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:22 | [  REMOVE ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:56:22 | [  REMOVE ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:56:22 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:56:23 | [  REMOVE ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:56:23 | [  REMOVE ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:56:23 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:56:23 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:56:23 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:56:23 | [  REMOVE ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:56:23 | [    INFO ] PRODUCER [ AMOUNT - 0 ]
